Player,Pos_x,Age_x,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,SeasonType_x,MPG,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,SeasonType_y,MPG_p,PER_diff,VORP_diff,WS/48_diff,abs_WS_diff
Joe Harris,SF,28,BRK,69,2123,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,2020,Regular Season,30.768115942028984,2,72,12.7,0.666,0.522,0.174,2.6,27.1,14.0,4.7,0.6,0.0,10.8,15.9,0.1,0.0,0.0,0.03,0.4,0.0,0.4,0.0,Playoffs,36.0,-0.6000000000000014,-1.0,-0.067,0.067
Joe Harris,SF,29,BRK,69,2141,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1.0,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.5,-1.2,0.4,1.3,2021,Regular Season,31.02898550724637,12,434,7.1,0.537,0.667,0.033,1.3,9.3,5.5,6.0,0.5,0.4,6.7,14.0,0.0,0.4,0.5,0.053,-1.5,-1.7,-3.2,-0.1,Playoffs,36.16666666666666,-7.0,-1.4,-0.064,0.064
Joe Ingles,PF,31,UTA,82,2568,13.4,0.581,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,0.3,1.1,1.4,2.2,2019,Regular Season,31.317073170731707,5,151,9.6,0.432,0.784,0.0,2.0,15.2,8.3,25.8,3.5,0.0,17.8,12.7,-0.1,0.2,0.1,0.042,-2.9,3.4,0.5,0.1,Playoffs,30.2,-3.8000000000000007,-2.1,-0.071,0.071
Joe Ingles,PF,32,UTA,72,2137,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,0.108,0.1,0.7,0.7,1.5,2020,Regular Season,29.68055555555556,7,234,12.0,0.565,0.741,0.111,0.5,11.3,6.0,19.5,0.9,0.4,6.6,12.1,0.5,0.0,0.5,0.093,-0.1,-0.2,-0.3,0.1,Playoffs,33.42857142857143,-0.5999999999999996,-1.4,-0.015,0.015
Joel Embiid,C,24,PHI,64,2154,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.194,4.0,0.9,4.9,3.8,2019,Regular Season,33.65625,11,334,21.8,0.559,0.245,0.566,7.2,28.9,18.6,17.9,1.2,6.7,16.8,30.2,0.3,0.7,1.0,0.149,2.5,2.6,5.1,0.6,Playoffs,30.363636363636363,-4.300000000000001,-3.2,-0.045,0.045
Joel Embiid,C,25,PHI,51,1506,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1.0,4.7,2.5,2020,Regular Season,29.529411764705884,4,145,26.6,0.6,0.216,0.797,8.0,28.9,18.2,7.5,2.1,3.2,13.0,34.6,0.3,0.2,0.5,0.165,5.1,1.0,6.2,0.3,Playoffs,36.25,0.8000000000000007,-2.2,-0.0269999999999999,0.0269999999999999
Joel Embiid,C,26,PHI,51,1585,30.3,0.636,0.171,0.61,8.0,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8,2021,Regular Season,31.07843137254902,11,357,26.2,0.631,0.208,0.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,0.7,0.8,1.5,0.197,4.7,2.8,7.5,0.9,Playoffs,32.45454545454545,-4.100000000000001,-2.9,-0.069,0.069
Joel Embiid,C,27,PHI,68,2297,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2.0,9.2,6.5,2022,Regular Season,33.779411764705884,10,385,19.1,0.59,0.205,0.553,7.0,26.2,17.0,9.9,0.5,1.9,13.8,28.4,0.5,0.4,0.9,0.117,1.1,-1.0,0.1,0.2,Playoffs,38.5,-12.099999999999998,-6.3,-0.135,0.135
Joel Embiid,C,28,PHI,66,2284,31.4,0.655,0.151,0.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37.0,8.4,3.9,12.3,0.259,6.8,2.3,9.2,6.4,2023,Regular Season,34.60606060606061,9,336,20.3,0.561,0.183,0.549,5.4,25.6,15.3,12.7,0.9,8.1,15.6,31.0,0.1,0.5,0.6,0.09,0.9,1.0,1.9,0.3,Playoffs,37.333333333333336,-11.099999999999998,-6.1000000000000005,-0.169,0.169
John Collins,PF,23,ATL,63,1848,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3.0,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2.0,2021,Regular Season,29.33333333333333,18,576,15.3,0.632,0.308,0.198,6.9,22.7,14.9,4.4,0.7,1.6,10.4,17.0,0.9,0.8,1.7,0.14,1.1,-0.2,0.9,0.4,Playoffs,32.0,-5.300000000000001,-1.6,-0.0339999999999999,0.0339999999999999
Jonas Valančiūnas,C,28,MEM,62,1755,24.4,0.636,0.077,0.273,15.1,31.9,23.4,10.0,1.0,2.9,10.7,22.4,5.1,2.6,7.8,0.213,3.2,-0.3,3.0,2.2,2021,Regular Season,28.306451612903224,5,166,17.7,0.61,0.138,0.138,12.3,21.1,16.3,10.8,0.9,1.9,14.0,18.2,0.3,0.0,0.3,0.081,1.0,-1.2,-0.2,0.1,Playoffs,33.2,-6.699999999999999,-2.1,-0.132,0.132
Josh Hart,SF,27,NYK,76,2454,14.1,0.622,0.315,0.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,0.118,-0.2,1.1,0.9,1.8,2023,Regular Season,32.28947368421053,11,353,10.8,0.55,0.34,0.234,5.8,20.3,13.1,11.2,1.3,0.9,16.8,15.7,0.1,0.6,0.6,0.088,-1.9,0.9,-0.9,0.1,Playoffs,32.09090909090909,-3.299999999999999,-1.7,-0.03,0.03
Josh Richardson,SG,26,PHI,55,1693,12.0,0.533,0.385,0.218,2.7,8.7,5.7,13.9,1.5,1.8,12.8,20.6,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,2020,Regular Season,30.78181818181818,4,144,11.8,0.524,0.5,0.321,2.9,8.4,5.6,16.3,0.7,1.3,11.1,21.8,0.1,0.0,0.1,0.027,0.5,-0.7,-0.1,0.1,Playoffs,36.0,-0.1999999999999993,0.0,-0.034,0.034
Jrue Holiday,PG,30,MIL,59,1907,20.0,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6,2021,Regular Season,32.32203389830509,23,912,15.2,0.482,0.365,0.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,0.5,1.6,2.1,0.111,1.2,1.2,2.4,1.0,Playoffs,39.65217391304348,-4.800000000000001,-1.6,-0.054,0.054
Jrue Holiday,PG,31,MIL,67,2207,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15.0,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9,2022,Regular Season,32.940298507462686,12,463,13.8,0.461,0.336,0.132,2.8,11.8,7.4,27.6,2.2,1.5,12.0,26.4,-0.4,1.0,0.6,0.058,0.9,0.7,1.6,0.4,Playoffs,38.583333333333336,-6.0,-2.5,-0.092,0.092
Jrue Holiday,PG,32,MIL,67,2183,19.2,0.586,0.402,0.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,0.148,3.0,0.1,3.1,2.8,2023,Regular Season,32.582089552238806,5,191,13.7,0.491,0.494,0.153,2.3,17.9,9.7,29.1,1.2,0.9,11.7,22.6,0.1,0.1,0.2,0.04,-0.2,-1.2,-1.4,0.0,Playoffs,38.2,-5.5,-2.8,-0.1079999999999999,0.1079999999999999
Julius Randle,PF,26,NYK,71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,2021,Regular Season,37.563380281690144,5,180,7.2,0.425,0.351,0.287,6.1,29.4,17.1,19.8,0.9,0.0,17.8,31.8,-0.7,0.3,-0.4,-0.109,-2.8,-0.7,-3.5,-0.1,Playoffs,36.0,-12.5,-4.0,-0.249,0.249
Julius Randle,PF,28,NYK,77,2737,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,2023,Regular Season,35.54545454545455,10,330,11.5,0.485,0.449,0.374,5.9,22.7,14.3,19.2,0.8,0.9,17.0,27.8,-0.4,0.5,0.1,0.017,-0.2,-0.6,-0.8,0.1,Playoffs,33.0,-8.8,-3.8,-0.1249999999999999,0.1249999999999999
Justin Holiday,SF,30,IND,73,1826,12.1,0.585,0.681,0.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,1.6,2.6,4.2,0.112,-0.5,1.8,1.3,1.5,2020,Regular Season,25.013698630136982,4,131,10.7,0.65,0.762,0.143,3.5,10.1,6.7,3.3,2.3,3.9,11.8,8.9,0.1,0.1,0.2,0.06,-0.2,1.3,1.1,0.1,Playoffs,32.75,-1.4000000000000004,-1.4,-0.052,0.052
Jusuf Nurkić,C,25,POR,8,253,22.6,0.567,0.092,0.321,9.6,24.1,16.9,19.1,2.1,5.4,13.2,24.0,0.5,0.3,0.9,0.164,1.0,1.0,2.0,0.2,2020,Regular Season,31.625,5,161,15.7,0.529,0.193,0.404,9.1,25.0,17.0,17.8,2.0,0.6,16.2,20.7,0.1,0.2,0.3,0.077,0.9,0.2,1.1,0.1,Playoffs,32.2,-6.900000000000002,-0.1,-0.087,0.087
Karl-Anthony Towns,C,26,MIN,74,2476,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,2022,Regular Season,33.45945945945946,6,222,17.3,0.642,0.275,0.625,5.8,25.7,16.3,10.1,0.8,4.6,20.9,24.9,0.2,0.3,0.5,0.098,0.2,0.2,0.4,0.1,Playoffs,37.0,-6.800000000000001,-4.300000000000001,-0.101,0.101
Karl-Anthony Towns,PF,27,MIN,29,957,18.8,0.618,0.383,0.315,5.7,21.6,13.8,22.0,1.0,1.5,15.0,25.6,1.5,1.1,2.7,0.133,2.1,0.9,3.0,1.2,2023,Regular Season,33.0,5,180,12.2,0.553,0.343,0.4,3.8,29.9,16.5,9.4,0.9,2.0,17.9,25.8,-0.2,0.1,-0.1,-0.02,-3.1,-0.7,-3.8,-0.1,Playoffs,36.0,-6.600000000000001,-1.3,-0.153,0.153
Kawhi Leonard,SF,27,TOR,60,2040,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1.0,8.4,30.3,6.1,3.4,9.5,0.224,6.1,1.1,7.2,4.7,2019,Regular Season,34.0,24,939,27.9,0.619,0.292,0.435,6.4,19.3,12.8,19.3,2.1,1.8,11.1,32.0,3.2,1.7,4.9,0.249,7.6,2.4,10.1,2.9,Playoffs,39.125,2.099999999999998,-1.8000000000000005,0.0249999999999999,0.0249999999999999
Kawhi Leonard,SF,28,LAC,57,1848,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1,2020,Regular Season,32.421052631578945,13,511,27.8,0.593,0.272,0.351,5.2,21.4,13.2,23.9,2.9,2.1,9.6,29.3,1.6,0.8,2.4,0.228,6.4,2.9,9.4,1.5,Playoffs,39.30769230769231,0.9000000000000021,-3.6,0.002,0.002
Kawhi Leonard,SF,29,LAC,52,1773,26.0,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,6.4,2.4,8.8,0.238,6.0,1.3,7.3,4.2,2021,Regular Season,34.09615384615385,11,432,30.6,0.679,0.286,0.352,6.0,16.6,11.4,20.9,2.8,2.0,8.9,29.1,2.0,0.5,2.5,0.277,8.1,2.6,10.7,1.4,Playoffs,39.27272727272727,4.600000000000001,-2.8000000000000003,0.039,0.039
Kawhi Leonard,SF,31,LAC,52,1748,23.9,0.623,0.287,0.32,3.7,17.8,10.8,19.6,2.0,1.4,8.1,27.0,4.9,2.2,7.1,0.194,5.1,0.9,6.1,3.5,2023,Regular Season,33.61538461538461,2,80,29.9,0.67,0.227,0.386,4.1,15.5,9.4,27.3,2.4,1.0,10.4,30.2,0.4,0.0,0.4,0.227,10.1,3.7,13.8,0.3,Playoffs,40.0,6.0,-3.2,0.033,0.033
Kemba Walker,PG,29,BOS,56,1742,20.0,0.575,0.532,0.272,2.2,11.0,6.7,24.2,1.3,1.5,10.5,27.2,3.9,2.0,5.9,0.162,4.9,-0.3,4.6,2.9,2020,Regular Season,31.107142857142858,17,628,16.9,0.573,0.492,0.316,1.1,10.8,6.2,22.5,1.2,1.1,9.9,23.0,1.1,0.8,1.9,0.148,2.6,0.4,3.0,0.8,Playoffs,36.94117647058823,-3.1000000000000014,-2.1,-0.014,0.014
Kemba Walker,PG,30,BOS,43,1369,17.7,0.559,0.522,0.22,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,2.1,1.1,3.3,0.115,2.8,-0.7,2.1,1.4,2021,Regular Season,31.837209302325583,3,91,4.3,0.419,0.415,0.244,0.0,16.1,7.6,20.1,0.6,0.0,15.0,24.9,-0.2,-0.1,-0.3,-0.163,-6.0,-3.0,-9.1,-0.2,Playoffs,30.33333333333333,-13.4,-1.6,-0.278,0.278
Kentavious Caldwell-Pope,SG,29,DEN,76,2381,11.5,0.598,0.505,0.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,2.0,2.5,4.5,0.091,-1.6,0.6,-1.0,0.6,2023,Regular Season,31.32894736842105,20,671,11.3,0.598,0.568,0.216,2.5,8.5,5.6,6.0,2.0,1.7,7.8,12.9,0.8,0.9,1.6,0.117,-1.4,1.3,-0.1,0.3,Playoffs,33.55,-0.1999999999999993,-0.3,0.026,0.026
Kevin Durant,SF,30,GSW,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,11.5,0.204,5.4,0.1,5.5,5.1,2019,Regular Season,34.64102564102564,12,442,26.8,0.661,0.329,0.465,0.3,14.7,7.7,21.6,1.4,2.6,12.8,32.9,1.6,0.3,1.9,0.206,6.8,0.8,7.6,1.1,Playoffs,36.833333333333336,2.6000000000000014,-4.0,0.002,0.002
Kevin Durant,PF,32,BRK,35,1157,26.4,0.666,0.313,0.395,1.3,21.3,11.8,27.5,1.0,3.4,14.5,31.2,3.7,1.2,5.0,0.206,6.4,0.8,7.2,2.7,2021,Regular Season,33.05714285714286,12,485,26.9,0.63,0.291,0.358,1.2,23.1,12.6,20.2,1.9,3.5,11.4,34.5,1.2,1.0,2.2,0.214,7.8,2.2,10.0,1.5,Playoffs,40.41666666666666,0.5,-1.2000000000000002,0.008,0.008
Kevin Durant,PF,33,BRK,55,2047,25.6,0.634,0.269,0.367,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,6.4,2.0,8.4,0.198,6.4,0.7,7.2,4.8,2022,Regular Season,37.21818181818182,4,176,13.6,0.526,0.253,0.458,1.5,15.7,8.5,22.3,1.2,0.5,17.4,31.5,0.0,-0.1,-0.1,-0.026,0.4,-3.3,-2.9,0.0,Playoffs,44.0,-12.000000000000002,-4.8,-0.224,0.224
Kevin Durant,PF,34,PHO,47,1672,25.9,0.677,0.267,0.387,1.2,19.5,10.5,24.5,1.0,3.4,13.4,30.7,4.7,2.1,6.8,0.194,6.0,1.2,7.1,3.9,2023,Regular Season,35.57446808510638,11,466,21.1,0.599,0.228,0.429,1.8,21.8,12.0,19.6,1.0,2.7,12.8,28.8,0.9,0.2,1.1,0.114,3.7,0.9,4.6,0.8,Playoffs,42.36363636363637,-4.799999999999997,-3.1,-0.08,0.08
Kevin Huerter,SG,22,ATL,69,2126,12.2,0.541,0.528,0.088,2.0,9.7,6.0,16.3,1.9,0.7,9.4,17.2,1.9,1.7,3.6,0.08,-0.6,0.4,-0.3,1.0,2021,Regular Season,30.81159420289855,18,558,11.2,0.531,0.528,0.094,2.2,11.2,6.7,13.6,1.2,2.5,9.2,16.4,0.2,0.7,0.9,0.076,-0.2,1.3,1.2,0.4,Playoffs,31.0,-1.0,-0.6,-0.004,0.004
Kevin Huerter,SF,23,ATL,74,2188,11.9,0.57,0.541,0.068,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1.0,2.8,0.062,-0.5,-0.7,-1.2,0.4,2022,Regular Season,29.56756756756757,5,154,7.7,0.472,0.66,0.085,0.8,11.2,5.9,20.3,2.0,2.0,18.4,17.9,-0.2,0.1,-0.1,-0.017,-1.9,1.1,-0.8,0.0,Playoffs,30.8,-4.2,-0.4,-0.079,0.079
Khris Middleton,SF,27,MIL,77,2393,16.5,0.558,0.413,0.225,2.3,16.5,9.8,20.1,1.6,0.2,12.1,25.1,2.5,3.6,6.1,0.123,0.7,0.1,0.8,1.7,2019,Regular Season,31.07792207792208,15,515,14.7,0.567,0.458,0.259,1.8,16.1,9.2,19.6,0.8,0.0,11.5,21.0,0.7,0.8,1.5,0.139,0.7,0.6,1.3,0.5,Playoffs,34.333333333333336,-1.8000000000000007,-1.2,0.016,0.016
Khris Middleton,SF,28,MIL,62,1853,21.1,0.619,0.374,0.24,2.5,17.0,10.2,22.2,1.3,0.3,11.6,26.4,4.6,3.3,7.9,0.205,3.4,0.7,4.1,2.9,2020,Regular Season,29.887096774193548,10,355,13.5,0.507,0.361,0.256,1.5,19.6,10.4,27.0,1.5,0.6,14.5,28.4,-0.1,0.5,0.3,0.043,-0.4,0.4,0.0,0.2,Playoffs,35.5,-7.600000000000001,-2.7,-0.1619999999999999,0.1619999999999999
Khris Middleton,SF,29,MIL,68,2269,18.2,0.588,0.34,0.22,2.6,15.7,9.4,23.2,1.5,0.4,13.1,25.0,4.1,2.2,6.4,0.135,1.7,-0.3,1.3,1.9,2021,Regular Season,33.36764705882353,23,922,16.5,0.548,0.387,0.215,2.8,17.7,10.1,19.6,1.9,0.4,13.0,26.4,0.6,1.6,2.2,0.115,1.5,1.1,2.6,1.1,Playoffs,40.08695652173913,-1.6999999999999993,-0.7999999999999998,-0.02,0.02
Khris Middleton,SF,30,MIL,66,2141,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,0.119,1.9,-0.3,1.6,1.9,2022,Regular Season,32.43939393939394,2,72,10.5,0.573,0.583,0.125,1.5,12.4,7.1,29.3,2.0,0.0,30.3,21.8,-0.1,0.1,0.1,0.035,-0.9,1.9,0.9,0.1,Playoffs,36.0,-7.600000000000001,-1.7999999999999998,-0.0839999999999999,0.0839999999999999
Khris Middleton,SF,31,MIL,33,801,17.4,0.551,0.399,0.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,1.0,1.0,1.9,0.117,1.0,-0.3,0.8,0.6,2023,Regular Season,24.272727272727277,5,173,19.1,0.6,0.372,0.349,4.4,17.0,10.4,26.9,0.8,0.0,14.6,28.3,0.3,0.0,0.4,0.105,2.5,-0.9,1.6,0.2,Playoffs,34.6,1.7000000000000028,-0.3999999999999999,-0.012,0.012
Klay Thompson,SG,28,GSW,78,2652,16.6,0.571,0.427,0.113,1.6,10.1,6.0,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,2019,Regular Season,34.0,21,818,14.5,0.575,0.439,0.114,1.7,10.1,6.0,8.3,1.7,1.8,9.1,22.1,0.8,0.4,1.2,0.072,0.6,-0.4,0.2,0.5,Playoffs,38.95238095238095,-2.1000000000000014,-0.7,-0.023,0.023
Klay Thompson,SG,31,GSW,32,941,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,2022,Regular Season,29.40625,22,792,14.1,0.55,0.543,0.082,1.0,10.9,6.1,9.5,1.5,1.9,6.8,22.7,0.6,0.7,1.3,0.079,1.1,-0.4,0.7,0.6,Playoffs,36.0,-2.6,-0.0999999999999999,-0.0119999999999999,0.0119999999999999
Klay Thompson,SF,32,GSW,69,2279,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.5,-1.7,-0.3,1.0,2023,Regular Season,33.028985507246375,13,468,9.3,0.525,0.621,0.11,0.2,11.9,6.0,9.0,0.7,0.7,10.2,22.5,-0.2,0.4,0.2,0.016,-1.3,-1.3,-2.6,-0.1,Playoffs,36.0,-5.399999999999999,-1.1,-0.05,0.05
Kristaps Porziņģis,C,24,DAL,57,1814,20.2,0.551,0.432,0.304,5.9,25.1,15.6,8.8,1.1,5.4,8.0,27.0,2.6,2.6,5.2,0.138,1.8,0.1,1.9,1.8,2020,Regular Season,31.82456140350877,3,94,26.0,0.708,0.425,0.575,3.4,27.1,15.1,3.3,0.0,2.8,5.6,24.3,0.4,0.0,0.4,0.205,6.2,-0.6,5.7,0.2,Playoffs,31.33333333333333,5.800000000000001,-1.6,0.0669999999999999,0.0669999999999999
Kristaps Porziņģis,C,25,DAL,43,1327,21.3,0.582,0.378,0.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,2.6,1.7,4.3,0.154,3.0,-0.8,2.2,1.4,2021,Regular Season,30.86046511627907,7,233,14.9,0.572,0.375,0.264,3.3,16.3,9.5,5.8,2.0,2.3,3.6,16.2,0.4,0.1,0.5,0.099,0.6,0.1,0.7,0.2,Playoffs,33.285714285714285,-6.4,-1.2,-0.0549999999999999,0.0549999999999999
Kyle Lowry,PG,32,TOR,65,2213,16.5,0.562,0.613,0.263,2.1,12.9,7.6,34.8,2.0,1.2,18.1,19.6,3.6,3.0,6.6,0.144,1.7,0.6,2.3,2.4,2019,Regular Season,34.04615384615385,24,901,15.4,0.576,0.522,0.291,2.6,11.8,7.2,27.5,1.7,0.8,14.5,18.4,1.6,1.3,2.8,0.15,1.0,1.3,2.3,1.0,Playoffs,37.54166666666666,-1.0999999999999996,-1.4,0.006,0.006
Kyle Lowry,PG,33,TOR,58,2098,17.7,0.59,0.58,0.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,0.171,2.2,1.0,3.2,2.8,2020,Regular Season,36.172413793103445,11,413,16.1,0.559,0.486,0.405,2.0,17.1,9.4,23.9,2.2,2.1,13.8,21.6,0.4,0.8,1.3,0.146,0.9,2.6,3.5,0.5,Playoffs,37.54545454545455,-1.599999999999998,-2.3,-0.025,0.025
Kyrie Irving,PG,26,BOS,67,2214,24.3,0.592,0.35,0.197,3.4,12.7,8.1,35.0,2.2,1.4,11.3,29.6,6.2,2.9,9.1,0.197,6.0,1.1,7.2,5.1,2019,Regular Season,33.04477611940298,9,330,15.4,0.488,0.324,0.223,1.6,10.3,6.2,35.8,1.7,1.1,12.5,29.8,-0.1,0.5,0.4,0.06,2.1,0.3,2.5,0.4,Playoffs,36.66666666666666,-8.9,-4.699999999999999,-0.137,0.137
Kyrie Irving,PG,28,BRK,54,1886,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.2,5.5,3.6,2021,Regular Season,34.925925925925924,9,325,20.0,0.582,0.399,0.172,4.3,13.0,8.8,15.8,1.4,1.4,5.9,26.0,0.6,0.5,1.1,0.164,4.1,-0.6,3.5,0.5,Playoffs,36.11111111111112,-4.399999999999999,-3.1,-0.0249999999999999,0.0249999999999999
Kyrie Irving,PG,29,BRK,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.147,4.2,-1.2,3.0,1.4,2022,Regular Season,37.62068965517241,4,170,19.2,0.588,0.333,0.333,4.6,11.6,8.1,18.9,2.1,2.8,11.1,21.9,0.4,0.0,0.4,0.115,3.4,-0.7,2.8,0.2,Playoffs,42.5,-2.1999999999999997,-1.2,-0.0319999999999999,0.0319999999999999
